ENTNM,BONSA_ADDRESS,SCALE,company_kind,group,original_kind
(주)대우건설,서울시 종로구 새문안로 75,대기업,아파트건설업,12,(F41112)아파트 건설업
(주)포스코인터내셔널,서울시 중구 통일로 10,대기업,상품중개업,15,(G46100)상품 중개업
(주)아이마켓코리아,"서울시 강남구 삼성로 512, 16층(삼성동, 삼성동빌딩)",중견기업,상품종합도매업,8,(G46800)상품 종합 도매업
에이치솔루션(주),"서울특별시 중구 세종대로 92 (태평로2가, 한화금융플라자)",대기업,시스템소프트웨어개발공급업,0,(J58221)시스템 소프트웨어 개발 및 공급업
조강해운(주),서울특별시 중구 세종대로 58 (남대문로4가)동성빌딩,중견기업,외항화물운송업,8,(H50112)외항 화물 운송업
오씨아이페로(주),경기 안산시 단원구 산단로67번길 89,대기업,요업용도포제관련제품제조업,10,(C20412)요업용 도포제 및 관련제품 제조업
에이앤디신용정보(주),"서울특별시 마포구 마포대로 144 (공덕동), 태영빌딩 14층~18층",중견기업,신용조사추심대행업,12,(N75993)신용 조사 및 추심 대행업
비앤엠개발(주),서울특별시 강남구 학동로 129 (논현동),대기업,비주거용건물개발공급업,7,(L68122)비주거용 건물 개발 및 공급업
(주)한화건설,경기도 시흥시 대은로 81 모비딕빌딩 8층 (대야동),대기업,도로건설업,9,(F41221)도로 건설업
유니코로지스틱스(주),"서울특별시 중구 통일로2길 16 (순화동, AIATower)",중견기업,항공육상화물취급업,7,(H52941)항공 및 육상 화물 취급업
하나펀드서비스(주),"서울특별시 중구 다동길 43 (다동), 한외빌딩  9층",중견기업,금융업,11,(K64999)그 외 기타 분류 안된 금융업
(주)세대에셋,"서울 마포구 양화로 45(서교동, 세아타워 23층)",중견기업,제철제강업,8,(C24119)기타 제철 및 제강업
(주)한국스마트카드,서울특별시 중구 후암로 110 서울시티타워 10층,중견기업,응용소프트웨어개발공급업,0,(J58222)응용 소프트웨어 개발 및 공급업
경수고속도로(주),경기도 용인시 수지구 성복1로 260 (신봉동),중견기업,도로관련시설운영업,7,(H52914)도로 및 관련시설 운영업
(주)스카이라이프티브이,"서울 마포구 매봉산로75, DDMC빌딩10층",대기업,프로그램공급업,0,(J60221)프로그램 공급업
에프알엘코리아(주),서울특별시 중구 세종대로 136 서울파이낸스센터 25층,대기업,셔츠블라우스소매업,12,(G47414)셔츠 및 블라우스 소매업
(주)케이피아이씨코포레이션,"서울특별시 중구 남대문로5길 39 (소공동), 호성빌딩",중견기업,통관대리관련서비스업,12,(H52991)통관 대리 및 관련서비스업
페트로플러스로지스틱스(주),"서울특별시 성동구 아차산로 103, 6층 611호(성수동2가, 영동테크노타워)",중견기업,외항화물운송업,8,(H50112)외항 화물 운송업
희성소재(주),경기도 용인시 처인구 남사면 당하로 113-19,중견기업,전자감지장치제조업,14,(C26295)전자감지장치 제조업
그랜드코리아레저(주),서울특별시 강남구 삼성로 610 (삼성동),중견기업,사행시설관리운영업,7,(R91249)기타 사행시설 관리 및 운영업
(주)니콘이미징코리아,서울시 중구 세종대로 39 대한상공회의소 12층,중견기업,종이원지판지종이상자도매업,8,"(G46750)종이 원지, 판지, 종이상자 도매업"
코라오홀딩스,"PO Box 309, Ugland House, Grand Cayman, KY1-1104, Cayman Islands",중견기업,지주회사,16,(K64992)지주회사
씨앤아이레저산업(주),경기도 평택시 신평로 28 (유천동),대기업,호텔업,8,(I55101)호텔업
(주)흥아로지스틱스,서울 중구 남대문로10길 9 경기빌딩 11층,중견기업,통관대리관련서비스업,12,(H52991)통관 대리 및 관련서비스업
엔에이치농협캐피탈(주),서울특별시 영등포구 국제금융로8길 27-8 (여의도동)NH농협캐피탈빌딩,대기업,신용카드할부금융업,3,(K64913)신용카드 및 할부금융업
(주)에이치엔씨네트워크,"서울특별시 성동구 왕십리로 326 (도선동), 코스모타워  8층",대기업,임시일용인력공급업,10,(N75121)임시 및 일용 인력 공급업
(주)제주미술관,제주특별자치도 제주시 1100로 2894-78 (연동),중견기업,사업시설유지관리서비스업,12,(N74100)사업시설 유지.관리 서비스업
한국멀티플렉스투자(주),"서울특별시 중구 소공로 109 (소공동, 한화빌딩 9층)",중견기업,영화관운영업,12,(J59141)영화관 운영업
씨제이제일제당(주),서울시 중구 동호로 330 CJ제일제당센터,대기업,설탕제조업,3,(C10720)설탕 제조업
국민유선방송투자(주),"서울특별시 종로구 종로3길 17 (청진동), D타워",중견기업,금융업,11,(K64999)그 외 기타 분류 안된 금융업
(주)이앤알솔라,경상북도 구미시 산동면 첨단기업5로 78-120,대기업,다이오드트랜지스터유사반도체소자제조업,14,"(C26120)다이오드, 트랜지스터 및 유사 반도체소자 제조업"
STX리조트(주),경상북도 문경시 농암면 청화로 509,중견기업,휴양콘도운영업,10,(I55103)휴양콘도 운영업
한화에너지(주),"세종특별자치시 한누리대로 499 (어진동, 세종포스트빌딩)",대기업,발전업,4,(D35110)발전업
거창맑은물사랑(주),"대전광역시 동구 옛신탄진로 2 (삼성동), 코오롱워터앤에너지(주5층",중견기업,건물건설업,12,(F41100)건물 건설업
엔티산업(주),서울특별시 서초구 효령로 292 (서초동),중견기업,부동산임대공급업,8,(L68100)부동산 임대 및 공급업
장금마리타임(주),"서울특별시 중구 세종대로 64 태평로2가, 해남빌딩 923호",중견기업,외항화물운송업,8,(H50112)외항 화물 운송업
(주)테크팩솔루션,"서울특별시 서초구 마방로 68, 4층(양재동, 동원산업)",중견기업,금속포장용기제조업,14,(C25991)금속 캔 및 기타 포장용기 제조업
(주)신세계엘앤비,"서울특별시 중구 남대문시장10길 2 (회현동1가), 메사빌딩",대기업,주류도매업,15,(G46331)주류 도매업
쌍용레미콘(주),서울 중구 수표로 34 씨티센터타워,중견기업,레미콘제조업,3,(C23322)레미콘 제조업
피에스앤마케팅(주),서울특별시 성동구 아차산로 38 개풍빌딩10층,대기업,소매업자동차제외,12,(G47000)소매업; 자동차 제외
대한강군비씨앤(주),"서울특별시 중구 퇴계로 24 (남대문로5가), 에스케이남산빌딩  6층",중견기업,유선통신업,8,(J61210)유선 통신업
옥산오창고속도로(주),"충청북도 청주시 청원구 오창읍 과학산업2로 373, 302호",대기업,도로건설업,9,(F41221)도로 건설업
(주)영원무역,서울특별시 중구 만리재로 159 (만리동2가),중견기업,상품종합도매업,8,(G46800)상품 종합 도매업
한화케미칼오버시즈홀딩스(주),서울특별시 중구 청계천로 86 (장교동),대기업,회사본부경영컨설팅서비스업,12,(M71500)회사 본부 및 경영 컨설팅 서비스업
은평새길(주),서울 중구 남대문로5가 단암빌딩 23층,대기업,토목건설업,9,(F41200)토목 건설업
화랑관사비티엘(주),서울특별시 중구 서소문로 116 (서소문동),중견기업,사업시설유지관리서비스업,12,(N74100)사업시설 유지.관리 서비스업
(주)바텍코리아,"서울특별시 마포구 토정로 271 (용강동), 대현빌딩4층",중견기업,의료기기도매업,15,(G46592)의료기기 도매업
영화홀딩스(주),서울특별시 종로구 종로3길 17 D타워 D1 22층,중견기업,분류안된금융업,14,(K64999)그외 기타 분류안된 금융업
(주)페럼인프라,서울시 중구 을지로5길 19 페럼타워,중견기업,부동산업,11,(L68000)부동산업
경주엔바이로(주),경상북도 경주시 내남면 반구대로 3027,대기업,하수처리업,8,(E37011)하수 처리업
(주)한화도시개발,충청남도 아산시 둔포면 해위안길62번길 16,대기업,부동산개발공급업,8,(L68129)기타 부동산 개발 및 공급업
(주)씨에이치엠,"서울시 강남구 봉은사로 111길 5(삼성동, 씨에이치엠빌딩)",중견기업,사업시설관리조경서비스업,12,(N74000)사업시설 관리 및 조경 서비스업
홍성맑은물사랑(주),서울특별시 중구 퇴계로 63 (남창동),중견기업,토목시설물건설업,10,(F41229)기타 토목시설물 건설업
(주)동광주택,서울특별시 중구 세종대로9길 42 (서소문동),대기업,아파트건설업,12,(F41112)아파트 건설업
(주)부영주택,서울특별시 중구 세종대로9길 42 부영빌딩 (서소문동),대기업,아파트건설업,12,(F41112)아파트 건설업
대전맑은물(주),"서울특별시 종로구 인사동7길 32 (관훈동), 8층 일부",대기업,하수처리업,8,(E37011)하수 처리업
(주)여수씨월드,전라남도 여수시 오동도로 61-11 (수정동),대기업,식물원동물원운영업,10,(R90231)식물원 및 동물원 운영업
광주맑은물(주),"서울특별시 종로구 인사동7길 32 (관훈동), 8층 일부",중견기업,하수처리업,8,(E37011)하수 처리업
(주)하이비젼시스템,경기도 성남시 중원구 사기막골로 58(상대원동),중견기업,사진기영사기관련장비제조업,8,"(C27302)사진기, 영사기 및 관련 장비 제조업"
동화개발산업(주),서울특별시 중구 서소문로 106 (서소문동),중견기업,비주거용건물임대업,8,(L68112)비주거용 건물 임대업
(주)일산씨월드,경기도 고양시 일산서구 한류월드로 282 (대화동),대기업,식물원동물원운영업,10,(R90231)식물원 및 동물원 운영업
(주)켐텍,서울특별시 중구 세종대로 39 13층 대한상공회의소빌딩,대기업,플라스틱물질합성고무도매업,1,(G46733)플라스틱물질 및 합성고무 도매업
제천맑은물사랑(주),서울특별시 중구 퇴계로 63 (남창동),중견기업,하수처리업,8,(E37011)하수 처리업
폴라에너지앤마린(주),"서울특별시 중구 세종대로 17 (남대문로5가),와이즈타워 20층",중견기업,외항여객운송업,10,(H50111)외항 여객 운송업
시노코페트로케미컬(주),"서울특별시 중구 세종대로 64 태평로2가, 해남빌딩 10층",중견기업,외항화물운송업,8,(H50112)외항 화물 운송업
제이티비씨(주),서울특별시 마포구 상암산로 48-6 (상암동),중견기업,유선방송업,8,(J60222)유선 방송업
경기에코에듀(주),경기도 수원시 장안구 연무로 53 (연무동),중견기업,부동산임대공급업,8,(L68100)부동산 임대 및 공급업
(주)유니드엘이디,서울특별시 중구 을지로5길 19 (수하동) 페럼타워 15층,대기업,다이오드트랜지스터유사반도체소자제조업,14,"(C26120)다이오드, 트랜지스터 및 유사 반도체소자 제조업"
에스케이플래닛(주),경기도 성남시 분당구 판교로 264(삼평동) The Planet,대기업,우편통신업,15,(J61000)우편 및 통신업
농협경제지주(주),서울특별시 중구 새문안로 16 (충정로1가) 75,대기업,지주회사,16,(K64992)지주회사
농협금융지주(주),서울특별시 중구 새문안로 16 농협금융지주 주식회사,대기업,지주회사,16,(K64992)지주회사
농협손해보험(주),서울특별시 서대문구 충정로 60 (미근동),대기업,손해보험업,12,(K65121)손해 보험업
농협생명보험(주),서울특별시 서대문구 충정로 60,대기업,생명보험업,0,(K65110)생명 보험업
농협은행(주),서울특별시 중구 통일로 120 (충정로1가),대기업,국내은행,18,(K64121)국내은행
(주)쌍용타운개발피에프브이,"서울특별시 중구 수표로 34 (저동2가), 씨티센터타워  2층",중견기업,부동산개발공급업,8,(L68120)부동산 개발 및 공급업
하이패스태양광(주),서울특별시 중구 청계천로 86 (장교동),대기업,태양력발전업,10,(D35114)태양력 발전업
미래삼송프로젝트(주),"서울특별시 영등포구 당산로41길 11 (당산동4가), 당산에스케이브이1센터  203호",중견기업,부동산개발공급업,8,(L68120)부동산 개발 및 공급업
(주)세아알앤아이,서울특별시 마포구 양화로 지하 45 (합정동),중견기업,부동산업,11,(L68000)부동산업
삼성에스알에이자산운용(주),"서울특별시 중구 세종대로 55 (태평로2가), 삼성생명 본사빌딩 19층",대기업,신탁업집합투자업,14,(K64201)신탁업 및 집합투자업
(주)스타필드청라,서울특별시 중구 남대문로 42 (충무로1가)(충무로 1가),대기업,부동산개발공급업,8,(L68120)부동산 개발 및 공급업
